AnonRef,Gender, Standard TV , Increase offered , Total Enhanced TV Offer ,Enhancement %, Age at offer ,NUTS3, TP Liability , Buyout Liability , Accounting Liability , Retirement Quote ,Month of Offer,B.6g Gross Disposable Income,Acceptances Received
ANON5707,M,239151,40449,279600,17,50.92,UKH15,350895,430632,272948,8562,November,15890.23828,N
ANON5708,F,170188,34712,204900,20,52.58,UKM28,249709,306452,194239,6093,November,15234.23828,Y
ANON5709,M,162137,16214,178351,10,46.08,UKM26,252928,331582,188705,6435,November,15572.55469,Y
ANON5710,F,80225,8023,88248,10,35.58,UKJ25,141348,211414,97088,3487,November,24442.50781,N
ANON5711,F,153801,15380,169181,10,45.17,UKH15,239924,314534,179003,6105,November,15890.23828,Y
ANON5712,M,21725,2173,23898,10,40.67,UKM38,36021,50443,25784,902,November,16095.20703,N
ANON5713,M,142250,42675,184925,30,55.83,UKM28,196245,225480,159210,4589,November,15234.23828,N
ANON5714,M,321633,96490,418123,30,59.08,UKH15,443718,509820,359981,10376,November,15890.23828,N
ANON5715,F,1897551,494249,2391800,26,56.17,UKJ13,2617819,3007807,2123796,61217,November,23229.64844,N
ANON5716,M,86269,25881,112150,30,63.33,UKM25,111885,120354,94684,2737,November,19768.77734,Y
ANON5717,F,25488,2549,28037,10,54.83,UKH15,37397,45895,29090,913,November,15890.23828,N
ANON5718,M,79502,23851,103353,30,56.17,UKM22,109679,126019,88981,2565,November,15506.49609,N
ANON5719,M,303272,40828,344100,13,49.67,UKH15,473093,620213,352966,12037,November,15890.23828,N
ANON5720,M,45524,5376,50900,12,60.67,UKH15,59042,63511,49964,1444,November,15890.23828,N
ANON5721,M,279573,83872,363445,30,56,UKH15,385693,443151,312907,9019,November,15890.23828,N
ANON5722,F,169038,45962,215000,27,53.67,UKH15,248021,304382,192927,6052,November,15890.23828,N
ANON5723,M,255403,43097,298500,17,48.58,UKM34,398419,522318,297253,10137,November,14593.86719,N
ANON5724,M,188269,56481,244750,30,60.08,UKJ37,244172,262655,206633,5973,November,19265.12109,N
ANON5725,,199169,29875,229044,13,61.08,UKK11,258309,277861,218596,6319,#N/A,16212.61719,N
ANON5726,,81012,12152,93164,13,60.17,UKK11,105068,113021,88914,2570,#N/A,16212.61719,Y
ANON5727,,165658,24849,190506,13,61.5,UKK11,214847,231109,181816,5256,#N/A,16212.61719,Y
ANON5728,,188354,28253,216607,13,60.67,UKK11,244282,262773,206726,5976,#N/A,16212.61719,N
ANON5729,,694534,104180,798715,13,60.92,UKK11,900764,968947,762278,22036,#N/A,16212.61719,Y
ANON5730,,68079,10212,78291,13,59.25,UKK11,93920,107912,76196,2196,#N/A,16212.61719,N
ANON5731,,118987,17848,136835,13,62.08,UKK11,154318,165999,130593,3775,#N/A,16212.61719,Y
ANON5732,,50197,7530,57727,13,54.92,UKK11,73652,90389,57291,1797,#N/A,16212.61719,Y
ANON5733,,79552,11933,91485,13,53.17,UKK11,116723,143247,90795,2848,#N/A,16212.61719,Y
ANON5734,,140901,21135,162036,13,52.75,UKK11,206737,253716,160813,5045,#N/A,16212.61719,N
ANON5735,,96267,14440,110707,13,52.83,UKK11,141248,173345,109871,3447,#N/A,16212.61719,N
ANON5736,,98939,14841,113779,13,52.5,UKK11,145168,178156,112921,3542,#N/A,16212.61719,Y
ANON5737,,263827,39574,303401,13,52.33,UKK11,387100,475065,301111,9446,#N/A,16212.61719,Y
ANON5738,,17083,2562,19645,13,51.92,UKK11,25064,30760,19497,612,#N/A,16212.61719,Y
ANON5739,,18933,2840,21773,13,51.67,UKK11,27780,34093,21609,678,#N/A,16212.61719,N
ANON5740,,53374,8006,61380,13,51.25,UKK11,78313,96109,60917,1911,#N/A,16212.61719,Y
ANON5741,,143763,21565,165328,13,50.42,UKK11,210937,258871,164080,5147,#N/A,16212.61719,N
ANON5742,,81451,12218,93669,13,50.17,UKK11,119510,146667,92962,2916,#N/A,16212.61719,N
ANON5743,,79300,11895,91195,13,48.58,UKK11,123706,162175,92294,3148,#N/A,16212.61719,N
ANON5744,,115247,17287,132534,13,48.83,UKK11,179782,235689,134132,4574,#N/A,16212.61719,N
ANON5745,,52200,7830,60030,13,48.83,UKK11,81430,106752,60753,2072,#N/A,16212.61719,N
ANON5746,,84347,12652,96999,13,48,UKK11,131578,172495,98168,3348,#N/A,16212.61719,N
ANON5747,,12909,1936,14845,13,58.58,UKK11,17809,20462,14448,416,#N/A,16212.61719,N
ANON5748,,452175,67826,520001,13,58.92,UKK11,623811,716742,506088,14588,#N/A,16212.61719,Y
ANON5749,,370264,55540,425804,13,56.83,UKK11,510808,586905,414411,11945,#N/A,16212.61719,N
ANON5750,,72521,10878,83399,13,55.92,UKK11,100049,114953,81168,2340,#N/A,16212.61719,Y
ANON5751,,299487,44923,344410,13,58.42,UKK11,413166,474717,335195,9662,September,16212.61719,Y
ANON5752,M,81431,16286,97717,20,44.67,UKM34,135018,189073,96644,3382,March,14593.86719,N
ANON5753,M,42734,8547,51281,20,44.67,UKM31,70856,99223,50717,1775,March,17751.28516,N
ANON5754,M,648798,129760,778558,20,53.25,UKD47,951950,1168271,740487,23229,March,15384.80469,N
ANON5755,M,264311,52862,317173,20,58.67,UKM38,364638,418959,295825,8527,March,16095.20703,Y
ANON5756,M,80011,16002,96013,20,43.83,UKM31,132663,185776,94958,3323,March,17751.28516,N
ANON5757,M,257131,51426,308557,20,58.75,UKM26,354732,407578,287789,8295,March,15572.55469,Y
ANON5758,M,236395,47279,283674,20,55.08,UKH15,326125,374710,264580,7626,March,15890.23828,Y
ANON5759,M,254980,50996,305976,20,54.83,UKH15,374120,459135,291014,9129,March,15890.23828,Y
ANON5760,M,116040,14060,130100,12,44.25,UKH15,192402,269431,137718,4819,March,15890.23828,N
ANON5761,M,65624,11976,77600,18,43,UKM38,108809,152371,77884,2725,March,16095.20703,N
ANON5762,M,96529,8771,105300,9,43,UKD71,160051,224128,114562,4009,March,14320.06641,N
ANON5763,M,205400,37500,242900,18,50,UKH15,301373,369858,234427,7354,March,15890.23828,N
ANON5764,M,115636,23127,138763,20,52.75,UKH15,169667,208222,131978,4140,March,15890.23828,N
ANON5765,M,40721,3079,43800,8,39.5,UKH15,71746,107310,49280,1770,March,15890.23828,Y
ANON5766,M,133417,26683,160100,20,47.67,UKH15,208126,272848,155279,5295,March,15890.23828,N
ANON5767,M,80448,5552,86000,7,40.75,UKM34,133388,186790,95477,3341,March,14593.86719,N
ANON5768,M,38158,7632,45790,20,60.92,UKH15,49488,53234,41880,1211,March,15890.23828,N
ANON5769,M,106991,21398,128389,20,59.42,UKM34,147602,169591,119748,3452,March,14593.86719,N
ANON5770,F,75646,7054,82700,9,44.42,UKM31,125426,175641,89778,3142,March,17751.28516,N
ANON5771,F,210202,27798,238000,13,50.75,UKH15,308419,378504,239908,7526,March,15890.23828,N
ANON5772,M,93251,14849,108100,16,48.17,UKH15,145468,190705,108531,3701,March,15890.23828,Y
ANON5773,M,131242,11058,142300,8,44.08,UKH15,217608,304728,155760,5450,March,15890.23828,N
ANON5774,M,172762,34552,207314,20,52.92,UKM26,253485,311087,197177,6185,March,15572.55469,Y
ANON5775,M,124113,24823,148936,20,46.42,UKM34,193612,253820,144450,4926,March,14593.86719,N
ANON5776,M,45010,4790,49800,11,44.08,UKH15,74629,104508,53419,1869,March,15890.23828,N
ANON5777,M,125759,21841,147600,17,48.58,UKH15,196179,257186,146366,4992,March,15890.23828,N
ANON5778,M,86652,17330,103982,20,56.58,UKH15,119543,137352,96984,2796,March,15890.23828,Y
ANON5779,M,98310,7890,106200,8,42.33,UKH15,163004,228264,116676,4083,March,15890.23828,N
ANON5780,M,62816,12563,75379,20,60,UKM31,81468,87635,68943,1993,March,17751.28516,N
ANON5781,F,122919,10281,133200,8,47.83,UKH15,191749,251378,143060,4879,March,15890.23828,N
ANON5782,M,104732,5237,109969,5,47.5,UKH15,163378,214185,121893,4157,March,15890.23828,N
ANON5783,M,86306,4315,90621,5,39.33,UKD36,152062,227439,104447,3752,March,14387.25,N
ANON5784,M,172979,34596,207575,20,50.83,UKH15,253804,311478,197425,6193,March,15890.23828,N
ANON5785,M,67555,7345,74900,11,43.75,UKH15,112011,156854,80175,2806,March,15890.23828,N
ANON5786,M,185202,36098,221300,19,49.67,UKH15,288908,378752,215549,7351,March,15890.23828,N
ANON5787,M,149152,22148,171300,15,47,UKH15,232672,305027,173592,5920,March,15890.23828,N
ANON5788,M,26591,5318,31909,20,59.75,UKM34,36684,42149,29761,858,March,14593.86719,N
ANON5789,M,23257,4651,27908,20,59.25,UKM31,32085,36865,26030,750,March,17751.28516,N
ANON5790,M,31033,6207,37240,20,53,UKH15,45533,55880,35419,1111,March,15890.23828,N
ANON5791,M,339166,67833,406999,20,52.75,UKH15,497642,610726,387097,12143,March,15890.23828,N
ANON5792,M,190220,38044,228264,20,49.83,UKH15,296736,389014,221389,7550,March,15890.23828,N
ANON5793,M,247306,49461,296767,20,54.42,UKH15,362860,445316,282255,8854,March,15890.23828,Y
ANON5794,M,145672,15128,160800,10,43.42,UKH15,241534,338232,172886,6050,March,15890.23828,Y
ANON5795,M,25950,3350,29300,13,40.92,UKM34,43027,60253,30798,1078,March,14593.86719,N
ANON5796,M,136008,20392,156400,15,45.5,UKH15,212167,278146,158294,5398,March,15890.23828,N
ANON5797,M,65606,13094,78700,20,45.17,UKH15,102343,134169,76356,2604,March,15890.23828,N
ANON5798,M,85197,16903,102100,20,43.83,UKH15,141262,197817,101113,3538,March,15890.23828,N
ANON5799,M,108063,7337,115400,7,40.83,UKH15,179175,250909,128251,4488,March,15890.23828,N
ANON5800,M,45553,7647,53200,17,47.67,UKM35,71061,93159,53017,1808,March,17252.75,N
ANON5801,M,239751,47950,287701,20,53.67,UKM35,351775,431712,273633,8584,March,17252.75,Y
ANON5802,M,41628,3572,45200,9,40.33,UKH15,69022,96655,49405,1729,March,15890.23828,N
ANON5803,M,81916,16383,98299,20,53.5,UKH15,120191,147504,93492,2933,March,15890.23828,N
ANON5804,M,253291,50658,303949,20,54.67,UKH15,371642,456093,289086,9069,March,15890.23828,Y
ANON5805,M,74664,13636,88300,18,43.42,UKM36,123798,173361,88612,3101,March,14616.55078,N
ANON5806,M,232702,46540,279242,20,53.83,UKH15,341432,419019,265588,8331,March,15890.23828,N
ANON5807,M,310721,62144,372865,20,55.75,UKM31,428664,492524,347768,10024,March,17751.28516,N
ANON5808,M,34839,1742,36581,5,38.83,UKM34,61382,91810,42162,1514,March,14593.86719,N
ANON5809,M,13913,696,14609,5,38.58,UKM31,24513,36664,16837,605,March,17751.28516,N
ANON5810,M,66457,13291,79748,20,50.42,UKH15,97509,119667,75849,2379,March,15890.23828,N
ANON5811,M,129182,25836,155018,20,54.25,UKM28,189543,232614,147438,4625,March,15234.23828,N
ANON5812,M,23199,4001,27200,17,45.83,UKH15,36190,47444,27000,921,March,15890.23828,N
ANON5813,M,288816,57763,346579,20,53.92,UKM34,423766,520062,329632,10340,March,14593.86719,Y
ANON5814,M,31338,6268,37606,20,55.5,UKM34,43233,49674,35074,1011,March,14593.86719,N
ANON5815,M,69724,13945,83669,20,49.67,UKH15,108767,142591,81149,2767,March,15890.23828,Y
ANON5816,F,29088,5818,34906,20,61.67,UKM34,37725,40581,31925,923,March,14593.86719,N
ANON5817,M,32546,6509,39055,20,58.5,UKM34,44900,51589,36426,1050,March,14593.86719,N
ANON5818,M,47304,2365,49669,5,37.67,UKM34,83344,124658,57247,2056,March,14593.86719,N
ANON5819,M,82169,15231,97400,19,44.17,UKM31,136241,190786,97519,3412,March,17751.28516,N
ANON5820,F,102763,13037,115800,13,50.58,UKH15,150779,185042,117286,3679,March,15890.23828,N
ANON5821,M,127118,9982,137100,8,43,UKH15,210770,295152,150866,5279,March,15890.23828,N
ANON5822,F,40778,6822,47600,17,45,UKM31,63612,83394,47460,1619,March,17751.28516,N
ANON5823,M,106630,21326,127956,20,44.92,UKH15,176799,247582,126550,4428,March,15890.23828,N
ANON5824,F,255581,39419,295000,15,57.5,UKH15,352594,405121,286054,8245,March,15890.23828,Y
ANON5825,M,214183,42837,257020,20,56.25,UKH15,295482,339501,239720,6910,March,15890.23828,Y
ANON5826,M,137240,27448,164688,20,47.5,UKM33,214089,280666,159728,5447,March,14867.0625,Y
ANON5827,M,124913,23687,148600,19,46.42,UKM31,194860,255456,145381,4958,March,17751.28516,N
ANON5828,M,228212,45642,273854,20,50.75,UKE44,334844,410934,260463,8171,March,14446.68359,Y
ANON5829,M,177428,35486,212914,20,59.42,UKH15,244776,281241,198583,5724,March,15890.23828,Y
ANON5830,M,113671,22734,136405,20,57.75,UKH15,156818,180180,127224,3667,March,15890.23828,N
ANON5831,M,316094,63219,379313,20,61.58,UKM34,409953,440984,346925,10029,March,14593.86719,Y
ANON5832,M,73768,3688,77456,5,39.17,UKM36,129971,194398,89273,3207,March,14616.55078,N
ANON5833,M,77849,4651,82500,6,40.42,UKH15,129079,180756,92392,3233,March,15890.23828,N
ANON5834,M,259968,51994,311962,20,59.67,UKH15,358646,412075,290964,8387,March,15890.23828,Y
ANON5835,M,207743,34457,242200,17,46.83,UKH15,324071,424850,241784,8246,March,15890.23828,N
ANON5836,M,449679,89936,539615,20,61.42,UKH15,583203,627349,493540,14267,March,15890.23828,N
ANON5837,M,175140,35028,210168,20,51.25,UKH15,256974,315369,199891,6271,March,15890.23828,Y
ANON5838,M,337218,66282,403500,20,51.92,UKH15,494784,607218,384874,12073,March,15890.23828,Y
ANON5839,M,71414,11786,83200,17,49,UKH15,111403,146047,83116,2835,March,15890.23828,N
ANON5840,F,39441,7888,47329,20,57.92,UKG32,54412,62518,44144,1272,March,18701.91016,N
ANON5841,M,76757,14143,90900,18,43.5,UKM31,127268,178220,91096,3188,March,17751.28516,N
ANON5842,M,59293,7207,66500,12,42.83,UKH15,98312,137671,70370,2462,March,15890.23828,N
ANON5843,M,133933,25267,159200,19,45.92,UKH15,208930,273903,155879,5316,March,15890.23828,N
ANON5844,M,232229,37671,269900,16,47.58,UKH15,362269,474925,270282,9217,March,15890.23828,N
ANON5845,F,60821,4979,65800,8,49.92,UKM34,94878,124383,70787,2414,March,14593.86719,N
ANON5846,M,153837,25163,179000,16,46.75,UKH15,239980,314608,179045,6106,March,15890.23828,N
ANON5847,M,268125,53625,321750,20,53.08,UKH15,393407,482805,306017,9600,March,15890.23828,N
ANON5848,M,238284,47657,285941,20,53.42,UKI61,349623,429071,271958,8531,March,21625.86328,N
ANON5849,M,35789,7158,42947,20,57.42,UKH15,49374,56729,40056,1155,March,15890.23828,N
ANON5850,M,143413,15787,159200,11,44.58,UKH15,237788,332987,170205,5956,March,15890.23828,N
ANON5851,M,148867,18133,167000,12,45.17,UKH15,232227,304444,173260,5909,March,15890.23828,N
ANON5852,M,333138,66628,399766,20,54.08,UKH15,488797,599872,380217,11927,March,15890.23828,Y
ANON5853,F,63925,4175,68100,7,49.42,UKM34,99721,130731,74400,2537,March,14593.86719,N
ANON5854,M,21399,4280,25679,20,53.42,UKM38,31398,38533,24423,766,March,16095.20703,Y
ANON5855,M,41723,8177,49900,20,49.17,UKM28,65086,85327,48560,1656,March,15234.23828,N
ANON5856,M,26159,5232,31391,20,62.25,UKM38,33926,36495,28711,830,March,16095.20703,N
ANON5857,M,22422,3778,26200,17,45.5,UKL23,34977,45855,26096,890,March,15668.09375,N
ANON5858,M,51916,10383,62299,20,58,UKH15,71622,82292,58106,1675,March,15890.23828,Y
ANON5859,M,63754,11546,75300,18,49.67,UKH15,99454,130382,74201,2530,March,15890.23828,N
ANON5860,M,53785,6015,59800,11,43.83,UKH15,89179,124882,63833,2234,March,15890.23828,N
ANON5861,M,47271,4129,51400,9,41.83,UKH15,78378,109757,56102,1963,March,15890.23828,N
ANON5862,M,61959,12392,74351,20,62.5,UKM32,80357,86439,68002,1966,March,16078.27734,N
ANON5863,M,79793,11207,91000,14,48.08,UKH15,124474,163183,92868,3167,March,15890.23828,N
ANON5864,M,50687,10137,60824,20,55.33,UKD41,69927,80344,56730,1635,March,11999.84375,N
ANON5865,M,61100,12220,73320,20,55.25,UKH15,84292,96850,68385,1971,March,15890.23828,N
ANON5866,M,45874,9175,55049,20,54.5,UKH15,67309,82604,52357,1642,March,15890.23828,N
ANON5867,M,52187,10437,62624,20,58.92,UKH15,71996,82722,58409,1684,March,15890.23828,N
ANON5868,M,62921,3479,66400,6,41.92,UKD36,104327,146095,74676,2613,March,14387.25,Y
ANON5869,M,97753,19551,117304,20,52.42,UKH15,143428,176021,111568,3500,March,15890.23828,N
ANON5870,M,124903,24981,149884,20,56.75,UKH15,172313,197984,139795,4030,March,15890.23828,Y
ANON5871,M,59387,5113,64500,9,41.92,UKH15,98467,137889,70481,2466,March,15890.23828,N
ANON5872,M,108100,7500,115600,7,41.67,UKH15,179237,250995,128295,4489,March,15890.23828,N
ANON5873,M,129003,9497,138500,7,42.25,UKH15,213895,299529,153103,5357,March,15890.23828,N
ANON5874,M,46554,9311,55865,20,50.92,UKF14,68306,83828,53133,1667,March,11722.43359,N
ANON5875,M,21025,1051,22076,5,37.58,UKM36,37044,55406,25444,914,March,14616.55078,N
ANON5876,M,44848,2242,47090,5,37.58,UKH15,79017,118186,54275,1950,March,15890.23828,N
ANON5877,F,16675,834,17509,5,37,UKH15,29379,43943,20180,725,March,15890.23828,N
ANON5878,M,88842,4442,93284,5,37.83,UKH15,156530,234122,107516,3862,March,15890.23828,N
ANON5879,M,23003,1150,24153,5,37.83,UKH15,40529,60619,27838,1000,March,15890.23828,N
ANON5880,M,91065,4553,95618,5,37,UKH15,160446,239980,110206,3959,March,15890.23828,N
ANON5881,M,28717,1436,30153,5,37.17,UKH15,50596,75677,34753,1248,March,15890.23828,N
ANON5882,M,42373,2119,44492,5,37.67,UKH15,74657,111664,51279,1842,March,15890.23828,N
ANON5883,M,71251,3563,74814,5,37.08,UKH15,125536,187765,86227,3097,March,15890.23828,N
ANON5884,M,75833,3792,79625,5,37,UKH15,133609,199840,91772,3296,March,15890.23828,N
ANON5885,M,42825,2141,44966,5,37.75,UKH15,75453,112855,51826,1862,March,15890.23828,N
ANON5886,M,44180,2209,46389,5,37.5,UKH15,77840,116426,53466,1920,March,15890.23828,N
ANON5887,M,95907,17693,113600,18,51.08,UKM26,140720,172697,109461,3434,March,15572.55469,N
ANON5888,M,111366,21534,132900,19,52,UKH15,163402,200533,127104,3987,March,15890.23828,N
ANON5889,M,61399,12280,73679,20,53.83,UKH15,90088,110559,70076,2198,March,15890.23828,N
ANON5890,M,54256,10851,65107,20,52.42,UKH15,79607,97697,61923,1943,March,15890.23828,N
ANON5891,M,86446,12554,99000,15,48.08,UKH15,134853,176788,100611,3431,March,15890.23828,N
ANON5892,F,61124,12225,73349,20,65,UKH15,74524,75058,65785,2023,March,15890.23828,N
ANON5893,M,63975,7825,71800,12,45.58,UKH15,99799,130834,74458,2539,March,15890.23828,N
ANON5894,M,73845,10855,84700,15,48.17,UKD41,115195,151018,85945,2931,March,11999.84375,N
ANON5895,M,54445,5755,60200,11,43.75,UKH15,90273,126415,64616,2261,March,15890.23828,N
ANON5896,M,77515,15503,93018,20,56.67,UKH15,106938,122869,86757,2501,March,15890.23828,N
ANON5897,M,76541,5859,82400,8,41.83,UKM31,126910,177719,90840,3179,March,17751.28516,N
ANON5898,M,78891,8909,87800,11,44.75,UKH15,130806,183175,93629,3276,March,15890.23828,N
ANON5899,M,34071,1929,36000,6,39.83,UKM38,60029,89786,41232,1481,March,16095.20703,N
ANON5900,M,50358,10072,60430,20,54,UKH15,73888,90678,57475,1803,March,15890.23828,N
ANON5901,M,46220,2311,48531,5,40.33,UKH15,76636,107317,54855,1919,March,15890.23828,N
ANON5902,M,45756,2288,48044,5,38.83,UKH15,80617,120579,55374,1989,March,15890.23828,N
ANON5903,M,51454,10291,61745,20,59,UKH15,70985,81560,57589,1660,March,15890.23828,Y
ANON5904,M,18270,1330,19600,7,40.83,UKD33,30293,42421,21683,759,March,14240.05078,N
ANON5905,M,49364,9873,59237,20,55.83,UKH15,68101,78247,55250,1593,March,15890.23828,Y
ANON5906,M,91112,10888,102000,12,46.17,UKH15,142131,186331,106042,3616,March,15890.23828,N
ANON5907,M,51606,10321,61927,20,52.75,UKH15,75719,92925,58899,1848,March,15890.23828,N
ANON5908,M,46231,2469,48700,5,40.42,UKH15,76654,107343,54868,1920,March,15890.23828,N
ANON5909,M,113442,22688,136130,20,56.25,UKH15,156502,179817,126968,3660,March,15890.23828,Y
ANON5910,M,46389,2711,49100,6,40.67,UKH15,76916,107710,55055,1927,March,15890.23828,N
ANON5911,M,17322,3464,20786,20,61.67,UKH15,22465,24166,19012,550,March,15890.23828,N
ANON5912,M,16815,1185,18000,7,41.25,UKH15,27880,39042,19956,698,March,15890.23828,N
ANON5913,M,23832,1192,25024,5,37.58,UKH15,41989,62803,28841,1036,March,15890.23828,N
ANON5914,M,17151,1649,18800,10,43.92,UKH15,28437,39823,20355,712,March,15890.23828,N
ANON5915,M,54813,10963,65776,20,63.08,UKH15,71089,76470,60159,1739,March,15890.23828,N
ANON5916,M,44877,8975,53852,20,57.58,UKH15,61911,71135,50228,1448,March,15890.23828,N
ANON5917,M,54208,10842,65050,20,64.08,UKH15,70304,75626,59495,1720,March,15890.23828,N
ANON5918,F,45606,2280,47886,5,44.83,UKH15,75618,105891,54126,1894,March,15890.23828,N
ANON5919,M,16562,2038,18600,12,44.5,UKH15,27461,38455,19656,688,March,15890.23828,N
ANON5920,M,94444,4722,99166,5,38,UKH15,166400,248884,114295,4105,March,15890.23828,N
ANON5921,M,50100,10020,60120,20,52.92,UKH15,73509,90214,57180,1794,March,15890.23828,N
ANON5922,M,39976,7995,47971,20,61.58,UKH15,51846,55771,43875,1268,March,15890.23828,N
ANON5923,M,47240,4060,51300,9,44.08,UKH15,78327,109685,56065,1962,March,15890.23828,N
ANON5924,M,48654,9731,58385,20,53.33,UKH15,71388,87610,55530,1742,March,15890.23828,N
ANON5925,M,46414,2321,48735,5,39.42,UKH15,81776,122313,56170,2018,March,15890.23828,N
ANON5926,F,49595,2480,52075,5,44.25,UKH15,82232,115153,58860,2060,March,15890.23828,N
ANON5927,M,58392,8808,67200,15,48.17,UKH15,91089,119416,67960,2318,March,15890.23828,N
ANON5928,M,54262,10852,65114,20,57.92,UKH15,74859,86011,60732,1751,March,15890.23828,N
ANON5929,M,37262,3638,40900,10,44.08,UKH15,61783,86518,44223,1547,March,15890.23828,N
ANON5930,M,60694,7506,68200,12,44.83,UKH15,100635,140924,72033,2521,March,15890.23828,N
ANON5931,M,49077,7923,57000,16,49.25,UKH15,76558,100366,57119,1948,March,15890.23828,N
ANON5932,M,45464,2936,48400,6,40.67,UKH15,75382,105562,53957,1888,March,15890.23828,N
ANON5933,M,50890,10178,61068,20,58.33,UKH15,70207,80666,56958,1642,March,15890.23828,N
ANON5934,M,50392,10078,60470,20,62.75,UKH15,65355,70302,55307,1599,March,15890.23828,N
ANON5935,M,50208,10042,60250,20,58,UKH15,69266,79585,56194,1620,March,15890.23828,N
ANON5936,M,51232,10246,61478,20,58.08,UKH15,70679,81208,57340,1653,March,15890.23828,N
ANON5937,M,47958,5542,53500,12,45.42,UKH15,74813,98078,55816,1904,March,15890.23828,N
ANON5938,M,52203,10441,62644,20,58.08,UKH15,72018,82747,58427,1684,March,15890.23828,N
ANON5939,M,45410,6690,52100,15,48.17,UKH15,70838,92867,52851,1802,March,15890.23828,N
ANON5940,M,46536,2327,48863,5,40.17,UKH15,77160,108051,55230,1933,March,15890.23828,N
ANON5941,M,30363,2937,33300,10,42.75,UKH15,50344,70499,36035,1261,March,15890.23828,N
ANON5942,M,47775,4225,52000,9,44,UKH15,79214,110928,56700,1984,March,15890.23828,N
ANON5943,M,51133,10227,61360,20,58,UKH15,70542,81051,57230,1650,March,15890.23828,N
ANON5944,M,49094,9819,58913,20,54.92,UKH15,72033,88402,56032,1758,March,15890.23828,N
ANON5945,M,27511,1376,28887,5,40,UKH15,45615,63877,32650,1143,March,15890.23828,N
ANON5946,M,52045,9155,61200,18,49.42,UKH15,81188,106436,60573,2066,March,15890.23828,N
ANON5947,M,47155,3245,50400,7,43,UKH15,78186,109488,55964,1958,March,15890.23828,N
ANON5948,M,45293,8407,53700,19,49.75,UKH15,70655,92628,52715,1798,March,15890.23828,N
ANON5949,M,49049,9810,58859,20,57.67,UKH15,67667,77748,54897,1582,March,15890.23828,N
ANON5950,M,47572,9514,57086,20,57.08,UKH15,65629,75406,53244,1535,March,15890.23828,N
ANON5951,M,16394,2106,18500,13,44.75,UKH15,27182,38065,19457,681,March,15890.23828,N
ANON5952,M,48797,8203,57000,17,49.25,UKH15,76122,99793,56793,1937,March,15890.23828,N
ANON5953,M,46467,6833,53300,15,46.83,UKH15,72487,95028,54081,1844,March,15890.23828,N
ANON5954,M,45833,2292,48125,5,39.5,UKH15,80753,120782,55467,1992,November,15890.23828,N
ANON5955,M,53544,10709,64253,20,58.67,UKH15,73868,84873,59928,1727,March,15890.23828,N
ANON5956,M,43686,2184,45870,5,38.5,UKH15,76970,115124,52868,1899,March,15890.23828,N
ANON5957,M,47535,5265,52800,11,45.17,UKH15,74153,97213,55324,1887,March,15890.23828,N
ANON5958,M,48045,6355,54400,13,46.42,UKH15,74948,98256,55918,1907,March,15890.23828,N
ANON5959,M,122455,24491,146946,20,54.75,UKH15,179672,220501,139760,4384,March,15890.23828,N
ANON5960,M,52562,10512,63074,20,63.5,UKD36,68169,73329,57689,1668,March,14387.25,N
ANON5961,M,46188,9238,55426,20,55.17,UKH15,63720,73213,51695,1490,March,15890.23828,N
ANON5962,M,105842,21168,127010,20,51.92,UKH15,155297,190586,120800,3789,March,15890.23828,Y
ANON5963,M,59472,4628,64100,8,43.92,UKH15,98608,138087,70582,2470,March,15890.23828,N
ANON5964,M,54073,9027,63100,17,48.67,UKD36,84352,110583,62933,2146,March,14387.25,N
ANON5965,M,45449,9090,54539,20,55.25,UKH15,62700,72041,50868,1466,March,15890.23828,Y
ANON5966,M,46768,9354,56122,20,54.75,UKH15,68620,84214,53377,1674,March,15890.23828,N
ANON5967,M,45644,9129,54773,20,53.75,UKD45,66971,82190,52094,1634,March,15433.91797,N
ANON5968,M,47460,9492,56952,20,57.5,UKH15,65475,75229,53119,1531,March,15890.23828,N
ANON5969,M,61790,12358,74148,20,58,UKH15,85244,97943,69157,1993,March,15890.23828,N
ANON5970,M,47717,9543,57260,20,54.58,UKH15,70013,85923,54460,1708,March,15890.23828,N
ANON5971,M,63651,12730,76381,20,57.25,UKH15,87812,100893,71240,2053,March,15890.23828,Y
ANON5972,M,46990,9398,56388,20,55.83,UKH15,64826,74484,52593,1516,March,15890.23828,N
ANON5973,M,20757,2343,23100,11,44.67,UKM34,34416,48195,24635,862,March,14593.86719,N
ANON5974,M,64071,12814,76885,20,58.92,UKH15,88391,101559,71710,2067,March,15890.23828,N
ANON5975,M,54912,8388,63300,15,49.08,UKH15,85661,112299,63910,2180,March,15890.23828,N
ANON5976,M,148562,29712,178274,20,54.5,UKM34,217978,267511,169557,5319,March,14593.86719,Y
ANON5977,M,61850,3093,64943,5,36,UKM34,108973,162991,74850,2689,March,14593.86719,N
ANON5978,M,59065,2953,62018,5,36.25,UKM34,104066,155652,71480,2568,March,14593.86719,N
ANON5979,F,75795,3790,79585,5,37,UKM34,133542,199739,91726,3295,March,14593.86719,N
ANON5980,M,44053,2203,46256,5,36.42,UKD45,77616,116091,53313,1915,March,15433.91797,N
ANON5981,M,30401,1520,31921,5,36,UKD47,53563,80114,36791,1322,March,15384.80469,N
ANON5982,M,8676,434,9110,5,36.5,UKH15,15286,22864,10500,377,March,15890.23828,N
ANON5983,M,47532,2377,49909,5,36,UKH15,83746,125259,57523,2066,March,15890.23828,N
